Periode_laporan,org,sector,kategory_ub,saluran_umpan_balik,status,Kabupaten/kota,Kecamatan,Desa/posko/huntara,LAT,LON
Jan/19,STC,Hunian & non pangan,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Balaesang,,-0.0255073,119.896904
Jan/19,STC,Pangan dan Penghidupan,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Balaesang,,-0.0255073,119.896904
Jan/19,STC,Pendidikan,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Balaesang,,-0.0255073,119.896904
Jan/19,STC,Hunian & non pangan,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Balaesang,,-0.0255073,119.896904
Jan/19,STC,Hunian & non pangan,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Balaesang,,-0.0255073,119.896904
Jan/19,STC,Pendidikan,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Balaesang,,-0.0255073,119.896904
Jan/19,STC,Pangan dan Penghidupan,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Balaesang,,-0.0255073,119.896904
Jan/19,STC,Pendidikan,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Balaesang,,-0.0255073,119.896904
Jan/19,STC,Pangan dan Penghidupan,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Balaesang,,-0.0255073,119.896904
Jan/19,STC,Hunian & non pangan,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Balaesang,,-0.0255073,119.896904
Jan/19,STC,Hunian & non pangan,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Balaesang,,-0.0255073,119.896904
Jan/19,STC,Pangan dan Penghidupan,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Balaesang,,-0.0255073,119.896904
Jan/19,STC,Hunian & non pangan,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Balaesang,,-0.0255073,119.896904
Jan/19,STC,Hunian & non pangan,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Balaesang,,-0.0255073,119.896904
Jan/19,STC,Kesehatan & Nutrisi,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Balaesang,,-0.0255073,119.896904
Jan/19,STC,Hunian & non pangan,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Balaesang,,-0.0255073,119.896904
Jan/19,STC,Hunian & non pangan,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Balaesang,,-0.0255073,119.896904
Jan/19,STC,Pendidikan,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Balaesang,,-0.0255073,119.896904
Jan/19,STC,Pendidikan,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Balaesang,,-0.0255073,119.896904
Jan/19,STC,Hunian & non pangan,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Balaesang,,-0.0255073,119.896904
Jan/19,STC,Hunian & non pangan,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Balaesang,,-0.0255073,119.896904
Jan/19,STC,Hunian & non pangan,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Balaesang,,-0.0255073,119.896904
Jan/19,STC,Hunian & non pangan,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Balaesang,,-0.0255073,119.896904
Jan/19,STC,Kesehatan & Nutrisi,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Balaesang,,-0.0255073,119.896904
Jan/19,STC,Hunian & non pangan,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Balaesang,,-0.0255073,119.896904
Jan/19,STC,Hunian & non pangan,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Balaesang,,-0.0255073,119.896904
Jan/19,STC,Hunian & non pangan,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Balaesang,,-0.0255073,119.896904
Jan/19,STC,Pangan dan Penghidupan,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Balaesang,,-0.0255073,119.896904
Jan/19,STC,Perlindungan,Permintaan Bantuan,Kotak Saran,Proses,Donggala,Balaesang,,-0.0255073,119.896904
Jan/19,STC,Pangan dan Penghidupan,Permintaan Bantuan,Helpdesk,Selesai,Donggala,Balaesang,,-0.0255073,119.896904
Jan/19,STC,Hunian & non pangan,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Balaesang,,-0.0255073,119.896904
Jan/19,STC,Kesehatan & Nutrisi,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Balaesang,,-0.0255073,119.896904
Jan/19,STC,Pangan dan Penghidupan,Ucapan Terima Kasih,Kotak Saran,Selesai,Donggala,Balaesang,,-0.0255073,119.896904
Jan/19,STC,Kesehatan & Nutrisi,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Balaesang,,-0.0255073,119.896904
Jan/19,STC,Pangan dan Penghidupan,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Balaesang,,-0.0255073,119.896904
Jan/19,STC,Kesehatan & Nutrisi,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Balaesang,,-0.0255073,119.896904
Jan/19,STC,Hunian & non pangan,Permintaan Bantuan,Helpdesk,Selesai,Donggala,Balaesang,,-0.0255073,119.896904
Jan/19,STC,Hunian & non pangan,Permintaan Bantuan,Helpdesk,Selesai,Donggala,Balaesang,,-0.0255073,119.896904
Jan/19,STC,Hunian & non pangan,Permintaan Bantuan,Helpdesk,Selesai,Donggala,Balaesang,,-0.0255073,119.896904
Jan/19,STC,Pangan dan Penghidupan,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Balaesang,,-0.0255073,119.896904
Jan/19,STC,Pangan dan Penghidupan,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Balaesang,,-0.0255073,119.896904
Jan/19,STC,Pangan dan Penghidupan,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Balaesang,,-0.0255073,119.896904
Jan/19,STC,Pendidikan,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Balaesang,,-0.0255073,119.896904
Jan/19,STC,Pendidikan,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Balaesang,,-0.0255073,119.896904
Jan/19,STC,Pendidikan,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Balaesang,,-0.0255073,119.896904
Jan/19,STC,Pendidikan,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Balaesang,,-0.0255073,119.896904
Jan/19,STC,Pendidikan,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Balaesang,,-0.0255073,119.896904
Jan/19,STC,Hunian & non pangan,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Balaesang,,-0.0255073,119.896904
Jan/19,STC,Pendidikan,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Balaesang,,-0.0255073,119.896904
Jan/19,STC,Pangan dan Penghidupan,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Balaesang,,-0.0255073,119.896904
Jan/19,STC,Hunian & non pangan,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Balaesang,,-0.0255073,119.896904
Jan/19,STC,Pangan dan Penghidupan,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Balaesang,,-0.0255073,119.896904
Jan/19,STC,Pangan dan Penghidupan,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Balaesang,,-0.0255073,119.896904
Jan/19,STC,Pendidikan,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Balaesang,,-0.0255073,119.896904
Jan/19,STC,Perlindungan,Permintaan Bantuan,Helpdesk,Selesai,Donggala,Balaesang,,-0.0255073,119.896904
Jan/19,STC,Pendidikan,Permintaan Bantuan,Kotak Saran,Proses,Donggala,Balaesang,,-0.0255073,119.896904
Jan/19,STC,Pendidikan,Permintaan Bantuan,Kotak Saran,Proses,Donggala,Sirenja,,-0.2501195,119.863615
Jan/19,STC,Pendidikan,Permintaan Bantuan,Kotak Saran,Proses,Donggala,Sirenja,,-0.2501195,119.863615
Jan/19,STC,Pendidikan,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Sirenja,,-0.2501195,119.863615
Jan/19,STC,Pendidikan,Permintaan Bantuan,Kotak Saran,Proses,Donggala,Balaesang,,-0.0255073,119.896904
Jan/19,STC,Pendidikan,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Sirenja,,-0.2501195,119.863615
Jan/19,STC,Pendidikan,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Balaesang,,-0.0255073,119.896904
Jan/19,STC,Pendidikan,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Balaesang,,-0.0255073,119.896904
Jan/19,STC,Pendidikan,Ucapan Terima Kasih,Kotak Saran,Selesai,Donggala,Sirenja,,-0.2501195,119.863615
Jan/19,STC,Pendidikan,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Balaesang,,-0.0255073,119.896904
Jan/19,STC,Pendidikan,Informasi/laporan,Kotak Saran,Selesai,Donggala,Balaesang,,-0.0255073,119.896904
Jan/19,STC,Pendidikan,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Sirenja,,-0.2501195,119.863615
Jan/19,STC,Pendidikan,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Sirenja,,-0.2501195,119.863615
Jan/19,STC,Pendidikan,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Sirenja,,-0.2501195,119.863615
Jan/19,STC,Pendidikan,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Balaesang,,-0.0255073,119.896904
Jan/19,STC,Pendidikan,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Sirenja,,-0.2501195,119.863615
Jan/19,STC,Pendidikan,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Sirenja,,-0.2501195,119.863615
Jan/19,STC,Pangan dan Penghidupan,Pertanyaan,Telepon/Hotline,Selesai,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Jan/19,STC,Pangan dan Penghidupan,Informasi/laporan,Telepon/Hotline,Selesai,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Feb/19,STC,Pangan dan Penghidupan,Informasi/laporan,Tatap Muka,Selesai,Donggala,Sirenja,,-0.2501195,119.863615
Feb/19,STC,Pangan dan Penghidupan,Informasi/laporan,Telepon/Hotline,Selesai,Donggala,Sirenja,,-0.2501195,119.863615
Feb/19,STC,Pangan dan Penghidupan,Informasi/laporan,Telepon/Hotline,Selesai,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Feb/19,STC,Pangan dan Penghidupan,Informasi/laporan,Telepon/Hotline,Selesai,Donggala,Sirenja,,-0.2501195,119.863615
Feb/19,STC,Pangan dan Penghidupan,Informasi/laporan,Telepon/Hotline,Selesai,Donggala,Sirenja,,-0.2501195,119.863615
Feb/19,STC,Hunian & non pangan,Permintaan Bantuan,Kotak Saran,Proses,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Feb/19,STC,Hunian & non pangan,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Feb/19,STC,Air Bersih & Sanitasi,Permintaan Bantuan,Kotak Saran,Proses,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Feb/19,STC,Air Bersih & Sanitasi,Permintaan Bantuan,Kotak Saran,Proses,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Feb/19,STC,Pendidikan,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Feb/19,STC,Pendidikan,Ucapan Terima Kasih,Kotak Saran,Selesai,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Feb/19,STC,Pendidikan,Ucapan Terima Kasih,Kotak Saran,Selesai,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Feb/19,STC,Pendidikan,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Feb/19,STC,Pendidikan,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Sirenja,,-0.2501195,119.863615
Feb/19,STC,Pendidikan,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Sirenja,,-0.2501195,119.863615
Feb/19,STC,Pendidikan,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Sirenja,,-0.2501195,119.863615
Feb/19,STC,Pendidikan,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Sirenja,,-0.2501195,119.863615
Feb/19,STC,Pendidikan,Ucapan Terima Kasih,Kotak Saran,Selesai,Donggala,Sirenja,,-0.2501195,119.863615
Feb/19,STC,Pendidikan,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Sirenja,,-0.2501195,119.863615
Feb/19,STC,Pendidikan,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Sirenja,,-0.2501195,119.863615
Feb/19,STC,Pendidikan,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Sirenja,,-0.2501195,119.863615
Feb/19,STC,Pendidikan,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Sirenja,,-0.2501195,119.863615
Feb/19,STC,Pendidikan,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Sirenja,,-0.2501195,119.863615
Feb/19,STC,Pendidikan,Permintaan Bantuan,Kotak Saran,Proses,Donggala,Sirenja,,-0.2501195,119.863615
Feb/19,STC,Pendidikan,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Sirenja,,-0.2501195,119.863615
Feb/19,STC,Pendidikan,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Sirenja,,-0.2501195,119.863615
Feb/19,STC,Pendidikan,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Sirenja,,-0.2501195,119.863615
Feb/19,STC,Pendidikan,Ucapan Terima Kasih,Kotak Saran,Selesai,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Feb/19,STC,Pendidikan,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Feb/19,STC,Pendidikan,Ucapan Terima Kasih,Kotak Saran,Selesai,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Feb/19,STC,Pendidikan,Informasi/laporan,Kotak Saran,Selesai,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Feb/19,STC,Air Bersih & Sanitasi,Permintaan Bantuan,Kotak Saran,Proses,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Feb/19,STC,Hunian & non pangan,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Feb/19,STC,Hunian & non pangan,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Feb/19,STC,Pendidikan,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Feb/19,STC,Pendidikan,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Sirenja,,-0.2501195,119.863615
Feb/19,STC,Pendidikan,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Sirenja,,-0.2501195,119.863615
Feb/19,STC,Pendidikan,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Sirenja,,-0.2501195,119.863615
Feb/19,STC,Pendidikan,Ucapan Terima Kasih,Kotak Saran,Selesai,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Feb/19,STC,Bantuan Tunai,Permintaan Bantuan,Telepon/Hotline,Selesai,Donggala,Sirenja,,-0.2501195,119.863615
Feb/19,STC,Kesehatan & Nutrisi,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Feb/19,STC,Kesehatan & Nutrisi,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Feb/19,STC,Kesehatan & Nutrisi,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Feb/19,STC,Kesehatan & Nutrisi,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Feb/19,STC,Pendidikan,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Feb/19,STC,Kesehatan & Nutrisi,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Feb/19,STC,Pendidikan,Ucapan Terima Kasih,Kotak Saran,Selesai,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Feb/19,STC,Kesehatan & Nutrisi,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Feb/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Feb/19,STC,Kesehatan & Nutrisi,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Feb/19,STC,Kesehatan & Nutrisi,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Feb/19,STC,Kesehatan & Nutrisi,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Feb/19,STC,Kesehatan & Nutrisi,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Sirenja,,-0.2501195,119.863615
Feb/19,STC,Kesehatan & Nutrisi,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Sirenja,,-0.2501195,119.863615
Feb/19,STC,Pendidikan,Permintaan Bantuan,Kotak Saran,Proses,Donggala,Sirenja,,-0.2501195,119.863615
Feb/19,STC,Hunian & non pangan,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Sirenja,,-0.2501195,119.863615
Feb/19,STC,Pangan dan Penghidupan,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Sirenja,,-0.2501195,119.863615
Feb/19,STC,Hunian & non pangan,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Sirenja,,-0.2501195,119.863615
Feb/19,STC,Kesehatan & Nutrisi,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Sirenja,,-0.2501195,119.863615
Feb/19,STC,Kesehatan & Nutrisi,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Sirenja,,-0.2501195,119.863615
Feb/19,STC,Kesehatan & Nutrisi,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Sirenja,,-0.2501195,119.863615
Feb/19,STC,Pendidikan,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Sirenja,,-0.2501195,119.863615
Feb/19,STC,Hunian & non pangan,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Feb/19,STC,Pendidikan,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Feb/19,STC,Hunian & non pangan,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Feb/19,STC,Pendidikan,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Feb/19,STC,Bantuan Tunai,Informasi/laporan,Kotak Saran,Selesai,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Feb/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Feb/19,STC,Kesehatan & Nutrisi,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Feb/19,STC,Bantuan Tunai,Pertanyaan,Kotak Saran,Selesai,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Feb/19,STC,Hunian & non pangan,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Feb/19,STC,Pangan dan Penghidupan,Permintaan Bantuan,Saluran lain,Selesai,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Feb/19,STC,Pangan dan Penghidupan,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Feb/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Feb/19,STC,Pangan dan Penghidupan,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Feb/19,STC,Pangan dan Penghidupan,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Feb/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Feb/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Feb/19,STC,Pangan dan Penghidupan,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Feb/19,STC,Pangan dan Penghidupan,Informasi/laporan,Kotak Saran,Selesai,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Feb/19,STC,Kesehatan & Nutrisi,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Sirenja,,-0.2501195,119.863615
Feb/19,STC,Pendidikan,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Sirenja,,-0.2501195,119.863615
Feb/19,STC,Kesehatan & Nutrisi,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Sirenja,,-0.2501195,119.863615
Feb/19,STC,Pangan dan Penghidupan,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Sirenja,,-0.2501195,119.863615
Feb/19,STC,Kesehatan & Nutrisi,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Sirenja,,-0.2501195,119.863615
Feb/19,STC,Kesehatan & Nutrisi,Permintaan Bantuan,Saluran lain,Selesai,Donggala,Sirenja,,-0.2501195,119.863615
Feb/19,STC,Pangan dan Penghidupan,Pertanyaan,Kotak Saran,Selesai,Donggala,Sirenja,,-0.2501195,119.863615
Feb/19,STC,Pangan dan Penghidupan,Informasi/laporan,Saluran lain,Selesai,Donggala,Sirenja,,-0.2501195,119.863615
Feb/19,STC,Hunian & non pangan,Permintaan Bantuan,Saluran lain,Selesai,Donggala,Sirenja,,-0.2501195,119.863615
Feb/19,STC,Pangan dan Penghidupan,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Sirenja,,-0.2501195,119.863615
Feb/19,STC,Pangan dan Penghidupan,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Sirenja,,-0.2501195,119.863615
Feb/19,STC,Pangan dan Penghidupan,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Sirenja,,-0.2501195,119.863615
Feb/19,STC,Kesehatan & Nutrisi,Ucapan Terima Kasih,Kotak Saran,Selesai,Donggala,Sirenja,,-0.2501195,119.863615
Feb/19,STC,Pendidikan,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Sirenja,,-0.2501195,119.863615
Feb/19,STC,Pendidikan,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Sirenja,,-0.2501195,119.863615
Feb/19,STC,Pangan dan Penghidupan,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Sirenja,,-0.2501195,119.863615
Feb/19,STC,Pangan dan Penghidupan,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Sirenja,,-0.2501195,119.863615
Feb/19,STC,Kesehatan & Nutrisi,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Sirenja,,-0.2501195,119.863615
Feb/19,STC,Pangan dan Penghidupan,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Sirenja,,-0.2501195,119.863615
Feb/19,STC,Pendidikan,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Sirenja,,-0.2501195,119.863615
Feb/19,STC,Kesehatan & Nutrisi,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Sirenja,,-0.2501195,119.863615
Feb/19,STC,Bantuan Tunai,Permintaan Bantuan,Tatap Muka,Selesai,Donggala,Sirenja,,-0.2501195,119.863615
Feb/19,STC,Bantuan Tunai,Permintaan Bantuan,Telepon/Hotline,Selesai,Donggala,Sirenja,,-0.2501195,119.863615
Feb/19,STC,Pendidikan,Ucapan Terima Kasih,Telepon/Hotline,Selesai,Donggala,Sirenja,,-0.2501195,119.863615
Feb/19,STC,Bantuan Tunai,Permintaan Bantuan,Telepon/Hotline,Selesai,Donggala,Sirenja,,-0.2501195,119.863615
Feb/19,STC,Pendidikan,Permintaan Bantuan,Telepon/Hotline,Selesai,Donggala,Sirenja,,-0.2501195,119.863615
Feb/19,STC,Pendidikan,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Feb/19,STC,Pangan dan Penghidupan,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Feb/19,STC,Kesehatan & Nutrisi,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Feb/19,STC,Kesehatan & Nutrisi,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Feb/19,STC,Pendidikan,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Feb/19,STC,Kesehatan & Nutrisi,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Feb/19,STC,Kesehatan & Nutrisi,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Feb/19,STC,Kesehatan & Nutrisi,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Feb/19,STC,Kesehatan & Nutrisi,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Feb/19,STC,Bantuan Tunai,Ucapan Terima Kasih,Telepon/Hotline,Selesai,Donggala,Sirenja,,-0.2501195,119.863615
Feb/19,STC,Bantuan Tunai,Permintaan Bantuan,Telepon/Hotline,Selesai,Donggala,Sirenja,,-0.2501195,119.863615
Feb/19,STC,Bantuan Tunai,Ucapan Terima Kasih,Telepon/Hotline,Selesai,Donggala,Sirenja,,-0.2501195,119.863615
Feb/19,STC,Bantuan Tunai,Permintaan Bantuan,Tatap Muka,Selesai,Donggala,Sirenja,,-0.2501195,119.863615
Feb/19,STC,Bantuan Tunai,Permintaan Bantuan,Telepon/Hotline,Selesai,Donggala,Sirenja,,-0.2501195,119.863615
Feb/19,STC,Bantuan Tunai,Pertanyaan,Telepon/Hotline,Selesai,Donggala,Sirenja,,-0.2501195,119.863615
Feb/19,STC,Pangan dan Penghidupan,Pertanyaan,Telepon/Hotline,Selesai,Donggala,Sirenja,,-0.2501195,119.863615
Feb/19,STC,Pangan dan Penghidupan,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Sirenja,,-0.2501195,119.863615
Feb/19,STC,Pangan dan Penghidupan,Ucapan Terima Kasih,Kotak Saran,Selesai,Donggala,Sirenja,,-0.2501195,119.863615
Feb/19,STC,Pangan dan Penghidupan,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Sirenja,,-0.2501195,119.863615
Feb/19,STC,Pangan dan Penghidupan,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Sirenja,,-0.2501195,119.863615
Feb/19,STC,Pangan dan Penghidupan,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Balaesang,,-0.0255073,119.896904
Feb/19,STC,Pangan dan Penghidupan,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Sirenja,,-0.2501195,119.863615
